customer_id,company,industry,region,plan,seats,mrr,signup_date,last_active_date,support_tickets_90d,nps_score,churned,churn_reason,feedback
C00314,Oakridge Partners Ltd,Retail,NA,Growth,23,1324.17,2024-08-15,2026-08-12,1,6,0,,"No native Slack or HubSpot connector, so we had to build our own."
C00315,Pioneer Networks Co,Retail,EMEA,Growth,42,2347.97,2025-04-07,2026-06-29,3,6,1,Missing features,The support team is friendly but never actually fixes anything. It has been a disappointing year.
C00316,Juniper Networks Ltd,Fintech,EMEA,Starter,10,282.59,2024-09-02,2026-08-14,1,9,0,,Uptime has been perfect for as long as we have used it.
C00317,Crescent Networks Co,Retail,EMEA,Enterprise,221,17782.88,2025-03-22,2026-08-23,1,8,0,,"One outage this quarter, communicated well. Happy enough to stay for now."
C00318,Orbit Supply Inc,Education,EMEA,Growth,30,1767.71,2026-05-22,2026-08-26,1,6,0,,We could not connect it to our data warehouse without a consultant.
C00319,Lumen Health Inc,Fintech,EMEA,Growth,44,2410.42,2025-11-01,2026-07-11,9,0,1,Poor support experience,Chat support only sends links to docs we have already read. Renewal is unlikely.
C00320,Foxglove Supply,Logistics,EMEA,Enterprise,234,19362.62,2023-10-22,2026-08-31,4,6,0,,Half the team stopped logging in after the first month.
C00321,Windmill Health,Logistics,NA,Growth,43,2275.29,2026-01-11,2026-08-21,5,5,0,,Performance degraded badly as our dataset grew. It has been a disappointing year.
C00322,Evergreen Foods Ltd,Retail,NA,Starter,10,285.46,2024-11-02,2026-07-27,0,7,1,Switched to competitor,"Our account manager is responsive, tier-1 support less so."
C00323,Vertex Labs LLC,Fintech,APAC,Starter,10,284.55,2025-01-15,2026-08-31,4,4,0,,Support tickets sit for days before anyone replies. Frustrating overall.
C00324,Stellar Capital Inc,Healthcare,NA,Starter,8,226.35,2023-05-27,2026-08-30,0,9,0,,Excellent documentation and training videos. Keep up the great work.
C00325,Redwood Foods Co,Media,EMEA,Starter,3,87.96,2024-07-21,2026-08-29,2,7,0,,"Solid basics, some rough edges in the admin console. Happy enough to stay for now."
C00326,Vertex Software,Education,NA,Starter,2,63.16,2024-01-21,2026-08-25,5,3,0,,Dashboards time out constantly when we filter more than a few weeks. Frustrating overall.
C00327,Ember Systems,Manufacturing,APAC,Growth,39,2253.93,2023-04-23,2026-08-11,1,8,0,,"Fine for simple questions, weaker on technical issues."
C00328,Keystone Software,Healthcare,EMEA,Starter,5,156.26,2025-12-21,2026-02-01,4,5,1,Poor support experience,The support team is friendly but never actually fixes anything. Would not recommend at this point.
C00329,Atlas Health,Healthcare,NA,Starter,6,170.05,2023-06-14,2026-08-12,4,5,0,,The roadmap items we were promised never shipped.
C00330,Riverbend Retail,Fintech,NA,Growth,21,1322.0,2025-07-03,2026-08-22,2,7,0,,The help center is good; live support is average. Happy enough to stay for now.
C00331,Harbor Capital GmbH,Manufacturing,NA,Starter,5,146.32,2025-08-08,2026-08-14,0,9,0,,Performance is excellent even at month-end peaks. Highly recommended.
C00332,Aurora Media LLC,SaaS,LATAM,Growth,25,1533.2,2025-02-19,2026-08-19,3,7,0,,"Mostly stable, with the occasional slow dashboard. Happy enough to stay for now."
C00333,Stellar Supply Inc,Education,EMEA,Growth,29,1742.33,2025-12-08,2026-08-16,1,9,0,,Feature releases ship every month and they listen to feedback.
C00334,Crescent Studio,Media,EMEA,Starter,9,257.42,2023-05-26,2026-08-15,1,8,0,,Would prefer usage-based pricing over per-seat. Some room for improvement.
C00335,Bluepeak Media Inc,SaaS,EMEA,Starter,8,238.68,2023-01-21,2026-08-17,1,8,0,,"Setup took longer than expected, mostly on our side."
C00336,Solstice Supply Co,Healthcare,NA,Growth,53,2964.52,2025-12-21,2026-08-13,2,6,0,,We outgrew the product; it is fine for small teams but not for us. We are evaluating alternatives.
C00337,Silverlake Robotics Ltd,SaaS,NA,Starter,13,350.34,2023-08-22,2026-08-11,3,5,0,,No phone support and email replies take forever. Would not recommend at this point.
C00338,Oakridge Capital,Education,NA,Growth,44,2402.29,2024-01-16,2026-08-31,2,5,0,,Exports randomly fail with no error message.
C00339,Meridian Capital GmbH,SaaS,NA,Growth,41,2328.17,2025-05-30,2026-08-27,2,7,0,,"Good product, waiting on the custom fields feature."
C00340,Quantum Robotics,Logistics,EMEA,Growth,43,2385.59,2024-11-13,2026-07-28,0,8,0,,Setup for SSO was fiddly but works now. Some room for improvement.
C00341,Orbit Networks Inc,SaaS,APAC,Starter,5,147.72,2023-09-14,2026-07-18,1,10,0,,The Enterprise plan pays for itself in saved hours. Would buy again without hesitation.
C00342,Nimbus Analytics,Logistics,APAC,Enterprise,282,23017.04,2023-10-25,2026-08-19,2,5,0,,Performance degraded badly as our dataset grew.
C00343,Lumen Retail GmbH,Manufacturing,APAC,Starter,9,263.67,2025-12-02,2026-01-13,2,5,1,Onboarding too complex,We were never shown how to use the reporting module.
C00344,Cobalt Learning Co,Healthcare,EMEA,Enterprise,126,10562.04,2024-10-26,2026-07-31,0,8,0,,"Solid basics, some rough edges in the admin console. We will see how the next release goes."
C00345,Foxglove Partners,Manufacturing,NA,Growth,34,1850.4,2026-03-23,2026-06-05,1,7,0,,"Reliable overall, exports could be faster."
C00346,Brightline Digital,Manufacturing,EMEA,Starter,9,253.91,2024-12-18,2026-08-27,1,6,0,,Half the team stopped logging in after the first month. Frustrating overall.
C00347,Silverlake Robotics,Logistics,LATAM,Starter,14,420.86,2025-04-26,2026-08-14,4,6,0,,Support tickets sit for days before anyone replies. Frustrating overall.
C00348,Atlas Dynamics,Fintech,EMEA,Starter,9,264.61,2024-03-10,2026-04-10,2,7,1,Budget cuts,Would like more flexible billing for seasonal staff.
C00349,Oakridge Digital,Healthcare,EMEA,Enterprise,166,14105.54,2023-02-08,2026-08-16,0,8,0,,Documentation is solid but a guided setup call would have helped.
C00350,Quantum Software,SaaS,EMEA,Starter,4,125.52,2024-10-07,2026-02-03,2,5,1,Onboarding too complex,Half the team stopped logging in after the first month.
C00351,Orbit Digital,Healthcare,APAC,Enterprise,376,32240.05,2025-07-20,2026-08-14,1,7,0,,The mobile app lags behind the web app. Overall it is fine.
C00352,Quantum Logistics,SaaS,APAC,Growth,14,865.66,2024-06-02,2026-07-12,2,7,0,,Would prefer usage-based pricing over per-seat. We will see how the next release goes.
C00353,Meridian Health,Healthcare,APAC,Growth,22,1312.17,2026-01-02,2026-08-22,0,8,0,,The mobile app lags behind the web app.
C00354,Evergreen Health,Healthcare,NA,Growth,20,1163.33,2025-06-09,2026-08-24,1,9,0,,"Great value for the price, especially on the annual plan."
C00355,Copperfield Retail,Retail,NA,Starter,2,55.54,2024-10-08,2026-04-30,9,2,1,Onboarding too complex,Honestly we barely used it; it never became part of our workflow. Frustrating overall.
C00356,Bluepeak Retail,Healthcare,EMEA,Starter,13,380.64,2024-11-25,2026-08-28,0,8,0,,"Support is okay, sometimes quick, sometimes slow. We will see how the next release goes."
C00357,Sable Capital LLC,Manufacturing,NA,Enterprise,211,15863.97,2023-10-18,2026-07-20,2,5,0,,Too expensive compared with the alternatives we evaluated.
C00358,Tidewater Works,Manufacturing,LATAM,Starter,8,234.53,2026-01-25,2026-08-25,2,7,0,,Tickets get resolved eventually but it takes follow-ups.
C00359,Zenith Analytics LLC,Retail,EMEA,Enterprise,84,7831.45,2023-03-17,2026-05-04,2,6,1,Integration gaps,We could not connect it to our data warehouse without a consultant.
C00360,Oakridge Media Inc,Healthcare,EMEA,Enterprise,178,14848.34,2023-03-05,2026-06-23,1,3,1,Missing features,Missing basic features like bulk edit and custom roles.
C00361,Mosaic Networks GmbH,Logistics,NA,Starter,10,288.93,2025-09-27,2026-08-18,1,9,0,,The API is clean and well documented; we automated everything.
C00362,Lumen Analytics Inc,SaaS,EMEA,Growth,16,896.76,2023-02-03,2026-07-21,4,3,1,Reliability issues,The per-seat model punishes us every time we onboard a contractor.
C00363,Cascade Supply,SaaS,EMEA,Starter,9,275.47,2024-10-11,2026-07-29,3,4,1,Company downsized,The price per seat is hard to justify for a team our size.
C00364,Lumen Capital,SaaS,NA,Growth,27,1571.51,2023-08-29,2026-07-14,0,7,0,,Useful tool; the roadmap looks promising.
C00365,Juniper Foods Co,Education,APAC,Enterprise,117,9462.72,2025-05-19,2026-08-18,0,7,0,,We like the dashboards but want more automation.
C00366,Beacon Partners Inc,Retail,NA,Enterprise,165,14187.25,2023-06-01,2026-08-22,4,6,0,,No phone support and email replies take forever.
C00367,Meridian Learning LLC,Manufacturing,NA,Enterprise,218,18425.97,2023-12-04,2026-07-11,3,7,1,Missing features,Covers our core needs; advanced reporting is limited. We will see how the next release goes.
C00368,Falcon Supply Co,Education,NA,Starter,9,257.26,2024-11-02,2026-06-20,2,7,1,Switched to competitor,The API works but the docs could be clearer. Some room for improvement.
C00369,Quantum Networks Inc,Fintech,EMEA,Growth,50,2692.58,2024-04-27,2026-06-12,0,8,0,,We are on the fence at renewal because of the price increase. Overall it is fine.
C00370,Silverlake Group Inc,Media,EMEA,Starter,9,260.94,2023-09-13,2026-05-15,4,3,1,Integration gaps,The API is rate limited so aggressively that our sync jobs fail nightly.
C00371,Northwind Partners Ltd,Manufacturing,APAC,Enterprise,206,18268.08,2023-03-21,2026-08-25,0,6,0,,Overage charges were a nasty surprise on the invoice. Renewal is unlikely.
C00372,Northwind Partners GmbH,Fintech,NA,Starter,12,354.54,2023-01-21,2026-01-18,4,5,1,Reliability issues,We had three outages in one month during peak hours.
C00373,Cascade Capital LLC,Retail,LATAM,Starter,11,318.56,2023-09-02,2026-08-21,1,6,0,,Half the team stopped logging in after the first month. Renewal is unlikely.
C00374,Halcyon Analytics,Fintech,EMEA,Starter,5,149.94,2023-12-27,2026-01-12,1,5,1,Missing features,The forecasting module is too simplistic for our use case.
C00375,Foxglove Foods GmbH,SaaS,NA,Starter,2,58.06,2023-06-02,2026-08-28,0,9,0,,Feature releases ship every month and they listen to feedback.
C00376,Crescent Software,SaaS,NA,Starter,2,58.93,2024-10-11,2026-06-19,4,2,1,Switched to competitor,We outgrew the product; it is fine for small teams but not for us.
C00377,Summit Capital LLC,Logistics,NA,Starter,6,175.05,2026-02-04,2026-08-29,1,6,0,,The Salesforce integration breaks every other week. Would not recommend at this point.
C00378,Mosaic Works Co,Retail,APAC,Enterprise,202,17399.31,2025-06-30,2026-08-26,5,5,0,,Reporting is too rigid; we ended up exporting to spreadsheets anyway.
C00379,Riverbend Dynamics GmbH,Retail,NA,Growth,19,1101.08,2024-01-27,2026-08-23,1,8,0,,"One outage this quarter, communicated well. Overall it is fine."
C00380,Brightline Supply Co,Education,EMEA,Starter,10,276.78,2024-07-13,2026-08-13,3,6,0,,"No native Slack or HubSpot connector, so we had to build our own."
C00381,Ironclad Labs Co,Healthcare,EMEA,Growth,19,1161.66,2025-09-08,2026-08-15,1,6,0,,Dashboards time out constantly when we filter more than a few weeks. Would not recommend at this point.
C00382,Solstice Systems Inc,Logistics,APAC,Starter,10,307.46,2026-05-13,2026-08-16,2,7,0,,"No major issues, some minor bugs here and there."
C00383,Mosaic Labs GmbH,Manufacturing,EMEA,Growth,19,1072.04,2024-12-04,2026-08-11,1,8,0,,Setup for SSO was fiddly but works now.
C00384,Mosaic Media LLC,Retail,APAC,Starter,5,146.04,2023-09-12,2026-03-17,3,4,1,Low usage / no longer needed,"No audit log, which our compliance team requires."
C00385,Meridian Media GmbH,Retail,NA,Growth,25,1448.52,2026-01-11,2026-07-03,7,2,1,Poor support experience,"A competitor offered everything we needed at a lower price, so we switched. Frustrating overall."
C00386,Harbor Learning Ltd,Logistics,APAC,Starter,5,150.12,2024-10-17,2026-08-31,4,7,0,,The tutorials are helpful; the data import could be smoother. Overall it is fine.
C00387,Vertex Capital Ltd,Education,NA,Starter,6,175.72,2023-02-07,2026-08-31,0,10,0,,The Salesforce and Slack integrations work flawlessly. We plan to add more seats next quarter.
C00388,Evergreen Systems Ltd,Logistics,NA,Growth,22,1470.76,2023-11-20,2026-08-14,3,7,0,,Tickets get resolved eventually but it takes follow-ups. We will see how the next release goes.
C00389,Stellar Labs LLC,SaaS,LATAM,Growth,12,699.46,2024-11-10,2026-04-30,1,3,1,Poor support experience,We opened four tickets for the same bug and got four different answers. Renewal is unlikely.
C00390,Redwood Group,Media,NA,Growth,25,1565.7,2025-10-26,2026-08-14,1,8,0,,Reports are a bit slow at month end. Happy enough to stay for now.
C00391,Mosaic Health,Healthcare,NA,Starter,10,308.96,2025-12-23,2026-08-29,5,3,0,,The support team is friendly but never actually fixes anything.
C00392,Frontier Capital,SaaS,EMEA,Growth,76,4259.13,2023-08-28,2026-08-26,1,9,0,,The mobile app is snappy and dependable.
C00393,Falcon Labs Ltd,Healthcare,NA,Growth,27,1595.36,2025-07-11,2026-08-14,1,7,0,,The API works but the docs could be clearer.
C00394,Vertex Systems LLC,Education,NA,Starter,8,232.88,2026-05-12,2026-08-31,2,7,0,,Onboarding was fine but could use more templates.
C00395,Windmill Studio,SaaS,EMEA,Starter,3,87.04,2025-10-16,2026-01-25,1,8,1,Low usage / no longer needed,It does the job; adoption is growing slowly.
C00396,Foxglove Media GmbH,Retail,APAC,Starter,5,151.57,2025-07-03,2026-08-11,3,6,0,,Frequent logouts and stale sessions made it unusable for the field team.
C00397,Riverbend Capital Inc,Manufacturing,APAC,Starter,7,195.91,2025-10-12,2026-08-25,1,7,0,,The API works but the docs could be clearer.
C00398,Cobalt Dynamics Co,Fintech,NA,Starter,7,201.69,2024-12-11,2026-08-24,3,8,0,,Would like faster responses on weekends.
C00399,Granite Supply Ltd,Retail,EMEA,Starter,10,286.73,2025-02-12,2026-08-27,0,9,0,,The guided setup made data import painless.
C00400,Nimbus Labs,Retail,APAC,Growth,23,1263.3,2024-11-10,2026-08-27,1,5,0,,We pay for features we never use; the plan tiers make no sense.
C00401,Windmill Analytics,Fintech,NA,Growth,34,1929.67,2026-05-04,2026-08-14,2,9,0,,Feature releases ship every month and they listen to feedback.
C00402,Cascade Capital Ltd,Logistics,NA,Growth,23,1414.7,2024-04-07,2026-07-12,1,6,0,,Adoption stalled because the learning curve is steep.
C00403,Bluepeak Retail Ltd,Manufacturing,NA,Growth,37,1978.69,2025-09-18,2026-08-17,1,7,0,,"Solid basics, some rough edges in the admin console."
C00404,Cascade Analytics Inc,SaaS,EMEA,Starter,12,362.34,2023-01-27,2026-08-16,6,7,0,,Would like faster responses on weekends. Happy enough to stay for now.
C00405,Cascade Robotics Co,Logistics,NA,Enterprise,66,5691.69,2024-06-18,2026-08-31,0,8,0,,Would prefer usage-based pricing over per-seat. Some room for improvement.
C00406,Windmill Analytics,Media,EMEA,Growth,30,1771.7,2026-03-13,2026-08-28,2,6,0,,The mobile app crashes whenever we open a large report.
C00407,Foxglove Robotics GmbH,Fintech,LATAM,Growth,59,3220.98,2023-11-07,2026-08-26,1,6,0,,We opened four tickets for the same bug and got four different answers.
C00408,Juniper Studio,Media,NA,Starter,3,87.31,2025-10-11,2026-06-05,12,0,1,Reliability issues,Dashboards time out constantly when we filter more than a few weeks.
C00409,Falcon Studio Co,SaaS,EMEA,Growth,63,3468.22,2024-10-03,2026-08-27,3,6,0,,The Salesforce integration breaks every other week.
C00410,Northwind Dynamics GmbH,Logistics,NA,Growth,45,2461.54,2023-06-22,2026-06-20,0,9,0,,The mobile app is snappy and dependable. Highly recommended.
C00411,Bluepeak Health GmbH,Education,NA,Growth,23,1335.95,2023-05-16,2026-08-20,1,7,0,,Setup for SSO was fiddly but works now.
C00412,Tidewater Systems,Education,APAC,Growth,33,1802.84,2023-06-05,2026-08-23,3,5,0,,Frequent logouts and stale sessions made it unusable for the field team. It has been a disappointing year.
C00413,Windmill Partners Ltd,SaaS,NA,Enterprise,189,16771.6,2024-08-16,2026-04-14,2,6,1,Onboarding too complex,Webhook payloads changed without notice and broke our pipeline.
C00414,Aurora Labs,Media,LATAM,Enterprise,73,6565.52,2024-01-29,2026-04-08,3,4,1,Missing features,The per-seat model punishes us every time we onboard a contractor. Frustrating overall.
C00415,Foxglove Analytics LLC,SaaS,EMEA,Growth,26,1672.39,2026-02-15,2026-08-23,2,7,0,,Integrations cover the basics; we still miss a native Jira connector.
C00416,Oakridge Systems,Fintech,NA,Enterprise,177,14516.13,2025-08-31,2026-08-29,1,6,0,,Performance degraded badly as our dataset grew.
C00417,Bluepeak Learning,SaaS,NA,Enterprise,252,21409.43,2023-07-02,2026-08-11,4,6,0,,Support tickets sit for days before anyone replies.
C00418,Evergreen Systems,Manufacturing,NA,Starter,4,118.65,2024-10-04,2026-05-05,6,4,1,Too expensive,Too expensive compared with the alternatives we evaluated.
C00419,Foxglove Health Co,SaaS,APAC,Growth,51,2765.71,2025-09-04,2026-08-23,3,3,0,,Support tickets sit for days before anyone replies. It has been a disappointing year.
C00420,Evergreen Supply,Logistics,EMEA,Starter,5,153.02,2025-04-14,2026-07-26,6,3,1,Budget cuts,We pay for features we never use; the plan tiers make no sense.
C00421,Lumen Studio Inc,Education,NA,Starter,5,148.16,2023-01-12,2026-08-17,0,6,0,,We could not connect it to our data warehouse without a consultant. It has been a disappointing year.
C00422,Lumen Learning,SaaS,EMEA,Starter,5,143.81,2023-01-08,2026-08-01,2,7,1,Too expensive,Good enough integration options for our stack. Some room for improvement.
C00423,Cascade Software Inc,SaaS,EMEA,Growth,13,809.07,2025-01-14,2026-08-13,3,5,0,,"No audit log, which our compliance team requires. Renewal is unlikely."
C00424,Pioneer Partners,SaaS,APAC,Starter,2,55.64,2026-03-24,2026-08-28,1,9,0,,Budget approval was easy because the ROI is obvious.
C00425,Zenith Networks,Healthcare,NA,Starter,3,85.03,2023-03-06,2026-08-17,0,9,0,,The support team clearly knows the product inside out.
C00426,Beacon Works Co,Manufacturing,NA,Starter,10,296.53,2023-07-31,2026-03-06,10,1,1,Company downsized,The per-seat model punishes us every time we onboard a contractor.
C00427,Pioneer Labs GmbH,Fintech,NA,Growth,42,2378.42,2023-08-29,2026-07-10,0,8,0,,It does the job; adoption is growing slowly.
C00428,Frontier Analytics Inc,Media,NA,Enterprise,108,9205.48,2024-02-11,2026-08-20,3,8,0,,"Our account manager is responsive, tier-1 support less so."
C00429,Zenith Networks GmbH,SaaS,EMEA,Enterprise,379,31730.59,2026-02-10,2026-08-25,2,8,0,,Integrations cover the basics; we still miss a native Jira connector. Some room for improvement.
C00430,Meridian Dynamics Ltd,Manufacturing,NA,Starter,3,86.12,2026-04-23,2026-07-22,2,7,0,,"Support is okay, sometimes quick, sometimes slow. Happy enough to stay for now."
C00431,Vertex Media,Logistics,NA,Starter,10,303.12,2024-01-27,2026-08-16,0,9,0,,Plays nicely with every tool in our stack. Would buy again without hesitation.
C00432,Summit Networks Co,Manufacturing,NA,Enterprise,246,20899.96,2025-07-24,2026-08-24,2,6,0,,The forecasting module is too simplistic for our use case.
C00433,Summit Networks Inc,Education,NA,Starter,5,139.94,2023-01-13,2026-08-11,4,5,0,,We opened four tickets for the same bug and got four different answers. We are evaluating alternatives.
C00434,Brightline Logistics Inc,Media,APAC,Enterprise,130,10532.59,2024-10-14,2026-08-12,1,6,0,,Webhook payloads changed without notice and broke our pipeline. It has been a disappointing year.
C00435,Stellar Digital Inc,SaaS,EMEA,Growth,27,1689.44,2025-03-12,2026-08-23,2,8,0,,"Most of the team uses it weekly, a few power users daily."
C00436,Granite Retail Co,SaaS,NA,Growth,33,1758.65,2026-01-06,2026-08-29,1,8,0,,Good enough integration options for our stack.
C00437,Halcyon Labs,SaaS,EMEA,Starter,5,146.58,2025-11-14,2026-04-01,2,7,1,Low usage / no longer needed,Documentation is solid but a guided setup call would have helped.
C00438,Juniper Media Ltd,Retail,NA,Starter,3,91.7,2023-03-20,2026-06-30,6,4,1,Too expensive,We pay for features we never use; the plan tiers make no sense.
C00439,Crescent Partners Co,Manufacturing,APAC,Growth,27,1627.54,2024-06-11,2026-08-11,3,4,0,,The API is rate limited so aggressively that our sync jobs fail nightly. Would not recommend at this point.
C00440,Redwood Supply,Healthcare,EMEA,Starter,2,56.24,2023-04-08,2026-08-15,5,5,0,,Exports randomly fail with no error message. Renewal is unlikely.
C00441,Riverbend Partners Inc,Media,EMEA,Enterprise,175,14127.96,2023-01-13,2026-08-29,1,8,0,,Would prefer usage-based pricing over per-seat. Some room for improvement.
C00442,Halcyon Networks Ltd,SaaS,APAC,Growth,28,1775.56,2023-07-17,2026-04-04,1,8,1,Missing features,"Good product, waiting on the custom fields feature. Happy enough to stay for now."
C00443,Ember Partners Ltd,Manufacturing,APAC,Starter,5,138.96,2026-04-05,2026-08-19,1,6,0,,The price per seat is hard to justify for a team our size.
C00444,Juniper Supply GmbH,SaaS,APAC,Starter,10,283.58,2023-12-04,2026-05-10,6,6,1,Integration gaps,SSO setup with Okta took three support tickets to get working.
C00445,Crescent Capital,Fintech,NA,Growth,43,2394.57,2025-08-01,2026-02-27,4,5,1,Poor support experience,The Salesforce integration breaks every other week. Would not recommend at this point.
C00446,Nimbus Supply Inc,Education,NA,Starter,11,316.21,2025-06-23,2026-08-15,4,7,0,,Reports are a bit slow at month end. We will see how the next release goes.
C00447,Redwood Works Co,Logistics,EMEA,Growth,39,2189.05,2026-01-11,2026-06-05,3,2,1,Budget cuts,Pricing jumped at renewal and nobody warned us.
C00448,Windmill Networks Ltd,Healthcare,EMEA,Growth,24,1332.87,2024-11-10,2026-08-23,2,6,0,,The Salesforce integration breaks every other week.
C00449,Silverlake Networks Inc,SaaS,EMEA,Growth,15,877.55,2026-05-29,2026-08-16,1,7,0,,Would love a two-way calendar sync.
C00450,Brightline Capital,Healthcare,APAC,Starter,3,89.36,2024-06-27,2026-07-13,3,6,1,Too expensive,We pay for features we never use; the plan tiers make no sense.
C00451,Tidewater Networks GmbH,SaaS,NA,Starter,2,59.58,2025-10-01,2026-08-23,1,8,0,,Feature set is competitive but not best in class.
C00452,Granite Dynamics,Media,NA,Enterprise,100,8996.18,2025-09-25,2026-08-22,0,8,0,,"The Slack integration is handy, the HubSpot one is limited."
C00453,Evergreen Logistics GmbH,Education,EMEA,Growth,55,2894.52,2024-11-24,2026-08-15,0,7,0,,"Support is okay, sometimes quick, sometimes slow. Happy enough to stay for now."
C00454,Juniper Logistics Inc,SaaS,NA,Growth,34,1881.53,2024-02-09,2026-08-27,1,5,0,,The roadmap items we were promised never shipped.
C00455,Foxglove Health,SaaS,EMEA,Growth,40,2079.58,2023-07-22,2026-07-15,7,3,1,Poor support experience,Chat support only sends links to docs we have already read. We are evaluating alternatives.
C00456,Cascade Analytics Ltd,SaaS,EMEA,Enterprise,68,6582.38,2023-04-20,2026-08-30,0,10,0,,"Great value for the price, especially on the annual plan."
C00457,Pioneer Labs Ltd,Logistics,EMEA,Starter,4,116.73,2024-09-29,2026-08-27,3,8,0,,Integrations cover the basics; we still miss a native Jira connector. We will see how the next release goes.
C00458,Juniper Group Co,Retail,EMEA,Starter,9,253.73,2024-05-21,2026-08-11,1,9,0,,SSO and SCIM provisioning worked out of the box. We plan to add more seats next quarter.
C00459,Copperfield Logistics Co,Manufacturing,EMEA,Growth,34,1786.89,2023-09-24,2026-07-10,2,7,0,,Costs are acceptable for what we use today.
C00460,Northwind Foods,Healthcare,EMEA,Starter,4,113.06,2025-09-04,2026-08-26,2,9,0,,Adoption was instant; people actually enjoy using it. We plan to add more seats next quarter.
C00461,Cascade Logistics,Healthcare,NA,Growth,40,2057.67,2023-07-27,2026-03-10,0,9,1,Low usage / no longer needed,The tutorials are helpful; the data import could be smoother.
C00462,Atlas Robotics GmbH,SaaS,EMEA,Starter,4,118.3,2024-08-27,2026-08-22,1,10,0,,"Best-in-class dashboards, our execs love them. Highly recommended."
C00463,Atlas Robotics,Logistics,EMEA,Starter,11,308.76,2024-07-01,2026-02-22,4,3,1,Onboarding too complex,We were never shown how to use the reporting module. Would not recommend at this point.
C00464,Foxglove Works GmbH,Fintech,NA,Starter,11,324.1,2026-05-31,2026-08-20,2,7,0,,"Solid basics, some rough edges in the admin console."
C00465,Nimbus Foods,Healthcare,EMEA,Enterprise,379,32578.6,2023-05-14,2026-08-30,2,6,0,,Chat support only sends links to docs we have already read.
C00466,Pioneer Retail,Education,APAC,Growth,41,2336.6,2025-12-28,2026-08-15,2,9,0,,Plays nicely with every tool in our stack. Keep up the great work.
C00467,Lumen Retail,Education,NA,Starter,8,234.34,2025-05-23,2026-08-21,2,6,0,,We were never shown how to use the reporting module. Renewal is unlikely.
C00468,Crescent Health Ltd,Logistics,EMEA,Starter,4,121.22,2025-10-06,2026-06-19,4,5,0,,Response times got noticeably worse over the last quarter. Would not recommend at this point.
C00469,Cobalt Networks GmbH,SaaS,LATAM,Starter,5,153.04,2025-09-19,2026-08-21,1,7,0,,The tutorials are helpful; the data import could be smoother.
C00470,Lumen Digital Inc,Retail,APAC,Starter,4,117.2,2025-09-13,2026-08-15,4,5,0,,Missing basic features like bulk edit and custom roles. It has been a disappointing year.
C00471,Orbit Retail Ltd,Retail,NA,Growth,12,717.02,2024-07-09,2026-06-26,5,5,0,,Support tickets sit for days before anyone replies. We are evaluating alternatives.
C00472,Stellar Software,Retail,EMEA,Starter,8,226.83,2025-01-11,2026-08-29,3,7,0,,"Mostly stable, with the occasional slow dashboard."
C00473,Granite Labs,SaaS,LATAM,Starter,9,250.69,2024-04-10,2026-08-27,2,7,0,,"Decent value, though we keep an eye on seat costs. Happy enough to stay for now."
C00474,Summit Networks,SaaS,EMEA,Starter,3,91.46,2026-02-23,2026-08-14,4,6,0,,We pay for features we never use; the plan tiers make no sense.
C00475,Cobalt Group,Fintech,NA,Growth,36,2023.18,2023-10-15,2026-07-27,2,5,0,,Performance degraded badly as our dataset grew.
C00476,Atlas Capital,Fintech,NA,Growth,34,1916.83,2025-01-22,2026-08-13,0,9,0,,The platform is fast and stable; no complaints.
C00477,Nimbus Robotics GmbH,Retail,APAC,Growth,18,1036.91,2023-09-27,2026-08-29,2,7,0,,Would like faster responses on weekends. We will see how the next release goes.
C00478,Zenith Dynamics Ltd,Healthcare,NA,Growth,47,2746.41,2024-04-20,2026-08-13,0,7,0,,It does the job; adoption is growing slowly.
C00479,Oakridge Logistics,Healthcare,NA,Enterprise,262,21845.69,2026-05-14,2026-08-21,0,8,0,,"Decent value, though we keep an eye on seat costs. Overall it is fine."
C00480,Silverlake Partners,Retail,NA,Growth,24,1370.58,2023-09-07,2026-08-31,0,9,0,,"Best-in-class dashboards, our execs love them."
C00481,Falcon Labs,Retail,APAC,Enterprise,304,24994.58,2026-02-04,2026-08-29,4,2,0,,Exports randomly fail with no error message.
C00482,Quantum Networks GmbH,SaaS,EMEA,Growth,15,940.62,2025-11-03,2026-01-14,3,7,1,Budget cuts,Would prefer usage-based pricing over per-seat.
C00483,Windmill Media,Healthcare,APAC,Starter,11,304.82,2024-04-12,2026-08-30,0,9,0,,The reporting and forecasting features are exactly what we needed.
C00484,Windmill Logistics,Fintech,EMEA,Growth,51,2714.29,2024-04-18,2026-08-06,4,3,0,,Escalations go nowhere; we had to chase our account manager repeatedly. It has been a disappointing year.
C00485,Evergreen Networks,SaaS,LATAM,Growth,56,3428.97,2023-01-08,2026-08-31,0,7,0,,"Good product, waiting on the custom fields feature. Overall it is fine."
C00486,Evergreen Networks Inc,Retail,APAC,Growth,24,1469.3,2025-10-06,2026-08-15,3,8,0,,"Support is okay, sometimes quick, sometimes slow. Some room for improvement."
C00487,Sable Analytics Ltd,Retail,NA,Starter,6,168.9,2025-04-29,2026-06-22,3,7,1,Budget cuts,"The annual discount helped, monthly pricing feels steep."
C00488,Bluepeak Digital,Fintech,EMEA,Starter,9,249.71,2026-06-08,2026-08-13,0,8,0,,Setup for SSO was fiddly but works now.
C00489,Halcyon Studio,Healthcare,NA,Enterprise,243,19080.29,2024-01-08,2026-06-29,0,8,0,,Tickets get resolved eventually but it takes follow-ups.
