order_id,customer_id,order_date,city,state,category,product,quantity,unit_price,discount_pct,shipping_days,returned,rating,review_text
O101756,U10615,2025-05-14,Phoenix,AZ,Apparel,Linen Summer Dress,3,71.94,30,4,0,2,"Nothing like the photos, thin and see-through."
O101757,U11859,2025-05-14,Philadelphia,PA,Beauty,Nail Polish Gift Set,2,27.28,0,3,0,4,My new daily essential.
O101758,U10917,2025-05-14,New York,NY,Apparel,Slim Fit Chinos,2,59.16,10,5,0,4,"Warm, soft and well stitched."
O101759,U13245,2025-05-14,Honolulu,HI,Apparel,Graphic Cotton Tee,2,25.27,0,7,0,4,True to size and beautifully made. Took over a week to arrive.
O101760,U10938,2025-05-14,Los Angeles,CA,Toys & Games,Remote Control Car,1,60.34,0,4,0,4,Hours of fun for the whole family.
O101761,U11174,2025-05-14,New York,NY,Toys & Games,STEM Robotics Kit,1,89.12,15,1,0,4,My kids adore it.
O101762,U10027,2025-05-14,Minneapolis,MN,Apparel,Merino Wool Sweater,1,96.75,0,6,0,4,True to size and beautifully made.
O101763,U12695,2025-05-14,Detroit,MI,Apparel,Slim Fit Chinos,1,58.79,0,3,0,4,True to size and beautifully made.
O101764,U13310,2025-05-14,Dallas,TX,Sports & Outdoors,Insulated Water Bottle 32oz,1,29.51,0,3,0,5,Kept me dry through a storm.
O101765,U11215,2025-05-14,Columbus,OH,Toys & Games,STEM Robotics Kit,1,89.01,0,2,1,4,Engaging and sturdy. Returned it.
O101766,U11776,2025-05-14,Columbus,OH,Home & Kitchen,Cold Brew Coffee Maker,1,35.2,15,2,0,5,"Solid build, highly recommend."
O101767,U10241,2025-05-15,Indianapolis,IN,Sports & Outdoors,Adjustable Dumbbells,4,232.36,0,4,0,3,Okay quality for the price.
O101768,U12729,2025-05-15,New York,NY,Apparel,Waterproof Rain Shell,2,129.41,25,5,1,5,True to size and beautifully made. Sent it back for a refund.
O101769,U11876,2025-05-15,New York,NY,Beauty,Hydrating Face Mask Pack,1,17.18,40,5,1,3,Pleasant but no dramatic results yet. Returned it.
O101770,U11587,2025-05-15,Las Vegas,NV,Toys & Games,Strategy Board Game,1,44.96,40,1,0,4,"Great quality pieces, easy instructions. Delivered in two days."
O101771,U12098,2025-05-15,New York,NY,Toys & Games,Plush Dinosaur,5,19.74,0,7,1,4,Hours of fun for the whole family.
O101772,U10785,2025-05-15,New York,NY,Electronics,4K Streaming Stick,1,51.55,15,2,0,4,Excellent sound and battery lasts for days. Arrived quickly.
O101773,U12511,2025-05-15,Columbus,OH,Home & Kitchen,Cast Iron Skillet,1,43.53,10,3,0,4,Use it every single day.
O101774,U12007,2025-05-15,New York,NY,Apparel,Leather Ankle Boots,4,147.54,15,9,1,2,Zipper broke the second time I wore it. Took over a week to arrive. Returned it.
O101775,U11290,2025-05-15,Memphis,TN,Electronics,Portable Power Bank 20k,1,40.25,10,4,0,3,"Okay, app could be better."
O101776,U11223,2025-05-15,Chicago,IL,Home & Kitchen,Cast Iron Skillet,1,41.63,25,8,0,5,Great quality for the price.
O101777,U10890,2025-05-15,New York,NY,Electronics,Portable Power Bank 20k,4,39.35,15,2,1,3,"Okay, app could be better. Arrived quickly. Returning this one."
O101778,U12158,2025-05-15,Boston,MA,Apparel,Classic Denim Jacket,1,80.12,10,6,0,3,Looks good but wrinkles easily.
O101779,U12936,2025-05-15,Salt Lake City,UT,Electronics,Smart Home Speaker,1,98.14,0,7,0,3,Good value but feels a little plasticky. Took over a week to arrive.
O101780,U10834,2025-05-15,Austin,TX,Electronics,Mechanical Keyboard,1,110.61,30,1,1,5,"Fantastic value, works better than my old premium one. Sent it back for a refund."
O101781,U11574,2025-05-15,New York,NY,Apparel,Slim Fit Chinos,1,63.19,10,4,0,4,Best jacket I have owned.
O101782,U12489,2025-05-16,Philadelphia,PA,Beauty,Nail Polish Gift Set,1,26.92,10,4,0,5,Great results in two weeks.
O101783,U11472,2025-05-16,Phoenix,AZ,Apparel,Linen Summer Dress,1,60.19,0,8,0,4,"Warm, soft and well stitched. Arrived much later than promised."
O101784,U11247,2025-05-16,Los Angeles,CA,Toys & Games,Building Blocks 500pc,1,40.89,0,4,0,4,"Great quality pieces, easy instructions."
O101785,U12621,2025-05-16,San Diego,CA,Electronics,Wireless Earbuds Pro,3,126.79,0,3,0,4,"Setup took two minutes, flawless since."
O101786,U12654,2025-05-16,New York,NY,Home & Kitchen,Robot Vacuum,1,269.11,0,6,0,5,"Solid build, highly recommend."
O101787,U12096,2025-05-16,Dallas,TX,Home & Kitchen,Ceramic Dinnerware Set,1,80.09,0,5,0,3,"Good enough, instructions unclear."
O101788,U10835,2025-05-16,Los Angeles,CA,Toys & Games,Building Blocks 500pc,2,38.02,0,2,0,5,Perfect birthday gift.
O101789,U13403,2025-05-17,Los Angeles,CA,Apparel,Waterproof Rain Shell,2,127.58,0,6,0,3,"Nice color, fabric thinner than expected."
O101790,U13266,2025-05-17,Los Angeles,CA,Apparel,Running Tights,3,45.7,0,4,0,4,"Warm, soft and well stitched."
O101791,U11157,2025-05-17,Anchorage,AK,Home & Kitchen,Bamboo Cutting Board Set,5,29.27,0,7,0,5,"Solid build, highly recommend."
O101792,U12559,2025-05-17,Anchorage,AK,Apparel,Slim Fit Chinos,2,58.46,40,11,1,1,Fabric feels cheap and the color faded immediately. Arrived much later than promised. Returning this one.
O101793,U10634,2025-05-17,New York,NY,Sports & Outdoors,Yoga Mat Premium,2,44.34,20,3,0,5,Durable and comfortable on long runs.
O101794,U11756,2025-05-17,Los Angeles,CA,Sports & Outdoors,Insulated Water Bottle 32oz,1,30.08,10,3,0,5,Durable and comfortable on long runs.
O101795,U10935,2025-05-17,San Antonio,TX,Home & Kitchen,Robot Vacuum,1,283.4,50,3,0,4,"Sturdy, beautiful and works perfectly."
O101796,U13054,2025-05-17,New York,NY,Beauty,Nail Polish Gift Set,2,27.01,0,3,0,4,Skin feels noticeably smoother.
O101797,U11007,2025-05-17,New York,NY,Home & Kitchen,Cold Brew Coffee Maker,4,35.13,15,3,0,4,Exactly what our kitchen needed.
O101798,U12621,2025-05-17,Chicago,IL,Apparel,Linen Summer Dress,1,67.58,30,7,1,3,Looks good but wrinkles easily.
O101799,U11928,2025-05-18,New York,NY,Apparel,Classic Denim Jacket,1,76.59,0,2,0,3,"Decent quality, a bit tight around the waist."
O101800,U10236,2025-05-18,Detroit,MI,Apparel,Graphic Cotton Tee,1,23.44,30,8,1,3,"Decent quality, a bit tight around the waist. Delivery was very slow."
O101801,U11967,2025-05-18,San Jose,CA,Home & Kitchen,Air Fryer 5qt,3,102.55,15,4,0,4,Exactly what our kitchen needed.
O101802,U13299,2025-05-18,San Francisco,CA,Beauty,Vitamin C Serum,4,31.17,10,5,0,5,Skin feels noticeably smoother.
O101803,U12714,2025-05-18,Charlotte,NC,Beauty,Vitamin C Serum,2,28.54,20,2,0,4,My new daily essential. Delivered in two days.
O101804,U11508,2025-05-18,Philadelphia,PA,Apparel,Slim Fit Chinos,3,56.87,25,3,0,3,Fine for the price.
O101805,U10929,2025-05-18,Los Angeles,CA,Sports & Outdoors,Cycling Helmet,2,68.27,0,2,0,4,Durable and comfortable on long runs.
O101806,U12061,2025-05-18,New York,NY,Home & Kitchen,Cold Brew Coffee Maker,2,36.34,0,5,0,4,Cooks evenly and cleans up easily.
O101807,U12246,2025-05-18,New York,NY,Sports & Outdoors,Cycling Helmet,2,70.82,0,4,0,4,Excellent grip and cushioning.
O101808,U12530,2025-05-18,San Diego,CA,Home & Kitchen,Bamboo Cutting Board Set,5,28.89,20,1,0,5,"Solid build, highly recommend. Arrived quickly."
O101809,U13031,2025-05-18,New York,NY,Electronics,Wireless Earbuds Pro,5,117.63,0,3,0,5,Build quality is superb.
O101810,U12175,2025-05-18,New York,NY,Toys & Games,Strategy Board Game,1,43.53,0,4,0,4,"Great quality pieces, easy instructions."
O101811,U12771,2025-05-18,San Antonio,TX,Home & Kitchen,Weighted Blanket,2,82.6,15,3,0,5,Cooks evenly and cleans up easily.
O101812,U11615,2025-05-18,Phoenix,AZ,Home & Kitchen,Weighted Blanket,1,76.14,30,3,0,4,Exactly what our kitchen needed.
O101813,U10197,2025-05-19,New York,NY,Home & Kitchen,Bamboo Cutting Board Set,1,30.58,0,6,1,5,"Solid build, highly recommend."
O101814,U10194,2025-05-19,New York,NY,Electronics,Portable Power Bank 20k,2,39.51,0,3,1,4,"Fantastic value, works better than my old premium one. Returning this one."
O101815,U12668,2025-05-19,New York,NY,Toys & Games,Remote Control Car,1,62.76,20,6,0,4,My kids adore it.
O101816,U10128,2025-05-19,Columbus,OH,Home & Kitchen,Weighted Blanket,2,83.57,15,4,0,3,Does what it says.
O101817,U10034,2025-05-19,San Jose,CA,Electronics,Action Camera Mini,1,225.81,10,1,0,4,"Fantastic value, works better than my old premium one."
O101818,U10676,2025-05-19,Miami,FL,Electronics,Wireless Earbuds Pro,1,118.71,0,4,0,4,Crisp picture and fast interface.
O101819,U12862,2025-05-20,New York,NY,Toys & Games,Strategy Board Game,3,45.52,0,5,0,4,Perfect birthday gift.
O101820,U13320,2025-05-20,Las Vegas,NV,Electronics,Mechanical Keyboard,3,116.26,0,1,0,3,"Sound is fine, battery is average. Arrived quickly."
O101821,U12879,2025-05-20,New York,NY,Home & Kitchen,Weighted Blanket,1,84.48,50,4,1,4,"Sturdy, beautiful and works perfectly. Returning this one."
O101822,U11738,2025-05-20,Indianapolis,IN,Sports & Outdoors,Camping Tent 2P,1,129.15,0,5,0,4,Perfect for my home gym.
O101823,U11775,2025-05-20,Seattle,WA,Apparel,Merino Wool Sweater,2,94.27,40,5,0,2,Fabric feels cheap and the color faded immediately.
O101824,U10897,2025-05-20,New York,NY,Electronics,Noise-Cancelling Headphones,1,250.27,30,4,0,4,"Fantastic value, works better than my old premium one."
O101825,U10650,2025-05-20,Atlanta,GA,Apparel,Linen Summer Dress,4,74.58,40,5,0,5,"Comfortable and stylish, wearing it constantly."
O101826,U10472,2025-05-21,Seattle,WA,Sports & Outdoors,Foam Roller,1,26.46,20,7,0,4,Perfect for my home gym. Arrived much later than promised.
O101827,U11797,2025-05-21,Columbus,OH,Home & Kitchen,Cold Brew Coffee Maker,1,35.74,0,4,0,4,Great quality for the price.
O101828,U13305,2025-05-21,New York,NY,Electronics,Smart Home Speaker,1,83.02,0,3,0,3,"Works as described, setup was fiddly."
O101829,U10464,2025-05-21,Philadelphia,PA,Apparel,Running Tights,2,46.88,30,1,1,3,"Decent quality, a bit tight around the waist. Had to return it."
O101830,U11168,2025-05-21,Houston,TX,Sports & Outdoors,Camping Tent 2P,1,144.83,0,3,0,5,Durable and comfortable on long runs.
O101831,U12764,2025-05-21,Anchorage,AK,Sports & Outdoors,Adjustable Dumbbells,3,236.49,0,14,0,3,Sturdy but bulky.
O101832,U10556,2025-05-21,Indianapolis,IN,Electronics,4K Streaming Stick,1,43.24,10,4,0,4,Excellent sound and battery lasts for days.
O101833,U11987,2025-05-21,Philadelphia,PA,Apparel,Waterproof Rain Shell,2,129.39,0,4,0,4,True to size and beautifully made.
O101834,U10243,2025-05-21,San Antonio,TX,Electronics,Portable Power Bank 20k,1,41.04,25,3,1,4,Exceeded expectations. Returned it.
O101835,U12082,2025-05-21,Phoenix,AZ,Electronics,Noise-Cancelling Headphones,2,228.69,0,5,1,5,"Fantastic value, works better than my old premium one. Returned it."
O101836,U11701,2025-05-21,New York,NY,Home & Kitchen,Bamboo Cutting Board Set,1,29.32,0,2,0,5,"Solid build, highly recommend."
O101837,U12262,2025-05-21,New York,NY,Electronics,Wireless Earbuds Pro,1,138.76,0,5,0,5,Build quality is superb.
O101838,U11365,2025-05-21,San Antonio,TX,Toys & Games,Building Blocks 500pc,1,36.97,0,3,0,5,Well made and educational.
O101839,U11867,2025-05-21,San Diego,CA,Apparel,Slim Fit Chinos,1,58.21,0,3,0,3,Looks good but wrinkles easily.
O101840,U12390,2025-05-21,New York,NY,Electronics,Noise-Cancelling Headphones,3,262.43,0,4,0,4,Build quality is superb.
O101841,U13314,2025-05-21,Chicago,IL,Electronics,Action Camera Mini,2,190.64,0,3,0,4,Build quality is superb.
O101842,U10795,2025-05-21,Austin,TX,Apparel,Running Tights,1,44.68,10,3,0,4,True to size and beautifully made.
O101843,U11608,2025-05-21,Los Angeles,CA,Toys & Games,Strategy Board Game,1,44.35,0,5,0,4,Well made and educational.
O101844,U11865,2025-05-21,Los Angeles,CA,Apparel,Graphic Cotton Tee,3,23.17,20,3,0,4,"Comfortable and stylish, wearing it constantly."
O101845,U12978,2025-05-21,Phoenix,AZ,Electronics,Action Camera Mini,1,206.59,0,2,0,5,Crisp picture and fast interface. Arrived quickly.
O101846,U11077,2025-05-21,New York,NY,Beauty,Hydrating Face Mask Pack,3,17.22,0,3,0,4,My new daily essential.
O101847,U12661,2025-05-21,Phoenix,AZ,Electronics,4K Streaming Stick,1,48.83,0,4,0,4,Crisp picture and fast interface.
O101848,U12217,2025-05-22,Houston,TX,Toys & Games,Remote Control Car,1,57.39,50,3,0,4,Well made and educational.
O101849,U11247,2025-05-22,San Diego,CA,Electronics,Wireless Earbuds Pro,1,138.42,50,2,0,4,Build quality is superb.
O101850,U12459,2025-05-22,Houston,TX,Toys & Games,Plush Dinosaur,1,18.85,50,1,1,4,My kids adore it. Returning this one.
O101851,U10491,2025-05-22,Houston,TX,Beauty,Hair Dryer Ionic,1,62.13,0,2,0,4,Skin feels noticeably smoother.
O101852,U10671,2025-05-22,Los Angeles,CA,Toys & Games,Plush Dinosaur,1,20.88,0,1,0,4,Well made and educational.
O101853,U11958,2025-05-22,Houston,TX,Electronics,4K Streaming Stick,3,52.43,10,3,0,4,Build quality is superb.
O101854,U13456,2025-05-22,Indianapolis,IN,Apparel,Leather Ankle Boots,1,137.43,25,3,1,4,"Comfortable and stylish, wearing it constantly."
O101855,U13325,2025-05-22,Chicago,IL,Electronics,4K Streaming Stick,1,48.21,20,2,0,4,Build quality is superb. Delivered in two days.
O101856,U12415,2025-05-22,New York,NY,Electronics,Portable Power Bank 20k,4,38.83,20,3,0,4,"Setup took two minutes, flawless since."
O101857,U11900,2025-05-22,Houston,TX,Apparel,Graphic Cotton Tee,3,25.06,0,4,0,4,Fits perfectly and the fabric is lovely.
O101858,U12048,2025-05-22,Atlanta,GA,Apparel,Waterproof Rain Shell,1,136.17,0,4,0,3,"Decent quality, a bit tight around the waist."
O101859,U10164,2025-05-22,San Diego,CA,Home & Kitchen,Cast Iron Skillet,1,40.38,0,1,0,5,"Sturdy, beautiful and works perfectly."
O101860,U11915,2025-05-22,Austin,TX,Beauty,Beard Grooming Kit,1,31.84,0,5,0,5,Great results in two weeks.
O101861,U12474,2025-05-22,Jacksonville,FL,Sports & Outdoors,Foam Roller,4,25.64,0,4,0,5,Durable and comfortable on long runs.
O101862,U11408,2025-05-22,New York,NY,Sports & Outdoors,Cycling Helmet,2,68.43,40,5,0,4,Excellent grip and cushioning.
O101863,U11494,2025-05-22,Austin,TX,Electronics,Mechanical Keyboard,1,109.46,25,4,0,5,Exceeded expectations.
O101864,U12660,2025-05-23,Phoenix,AZ,Home & Kitchen,Ceramic Dinnerware Set,1,93.58,25,3,0,4,Great quality for the price.
O101865,U11404,2025-05-23,Detroit,MI,Electronics,Action Camera Mini,3,192.94,20,8,0,3,Good value but feels a little plasticky. Arrived much later than promised.
O101866,U11828,2025-05-23,San Francisco,CA,Apparel,Leather Ankle Boots,1,141.63,0,3,0,3,Fine for the price.
O101867,U11904,2025-05-23,New York,NY,Home & Kitchen,Weighted Blanket,2,79.38,20,2,1,4,"Solid build, highly recommend. Arrived quickly. Returned it."
O101868,U11910,2025-05-23,Phoenix,AZ,Apparel,Graphic Cotton Tee,2,23.82,40,2,0,3,"Decent quality, a bit tight around the waist."
O101869,U12858,2025-05-23,Columbus,OH,Toys & Games,Kids Art Easel,1,65.76,25,4,0,4,My kids adore it.
O101870,U12036,2025-05-23,Honolulu,HI,Home & Kitchen,Ceramic Dinnerware Set,1,94.36,10,10,1,2,Much smaller than described. Returning this one.
O101871,U10964,2025-05-23,San Diego,CA,Electronics,Mechanical Keyboard,1,110.0,30,3,0,5,"Setup took two minutes, flawless since."
O101872,U10584,2025-05-23,Philadelphia,PA,Home & Kitchen,Air Fryer 5qt,2,105.46,0,2,0,4,Use it every single day.
O101873,U10426,2025-05-23,Los Angeles,CA,Apparel,Classic Denim Jacket,3,83.26,50,7,0,3,"Nice color, fabric thinner than expected."
O101874,U11626,2025-05-23,Philadelphia,PA,Sports & Outdoors,Insulated Water Bottle 32oz,1,29.47,0,3,0,4,Durable and comfortable on long runs.
O101875,U10975,2025-05-24,New York,NY,Home & Kitchen,Weighted Blanket,2,83.01,15,4,0,5,Use it every single day.
O101876,U11651,2025-05-24,Honolulu,HI,Sports & Outdoors,Camping Tent 2P,5,135.82,0,7,0,4,Lightweight and well made. Took over a week to arrive.
O101877,U13020,2025-05-24,New York,NY,Toys & Games,Remote Control Car,1,61.97,10,7,0,2,Smells like plastic fumes. Delivery was very slow.
O101878,U11126,2025-05-24,Portland,OR,Toys & Games,1000-piece Jigsaw Puzzle,1,22.55,0,3,0,5,Perfect birthday gift.
O101879,U12083,2025-05-24,San Antonio,TX,Apparel,Merino Wool Sweater,1,102.46,0,3,0,3,"Fits okay after washing, average overall."
O101880,U12323,2025-05-24,Los Angeles,CA,Sports & Outdoors,Insulated Water Bottle 32oz,2,30.85,0,2,0,4,Durable and comfortable on long runs. Fast shipping.
O101881,U12818,2025-05-24,New York,NY,Apparel,Slim Fit Chinos,1,56.51,40,2,0,3,"Fits okay after washing, average overall."
O101882,U10163,2025-05-24,Austin,TX,Home & Kitchen,Weighted Blanket,1,76.01,15,4,0,5,Exactly what our kitchen needed.
O101883,U10168,2025-05-24,Seattle,WA,Apparel,Leather Ankle Boots,2,160.89,10,8,0,4,"Comfortable and stylish, wearing it constantly."
O101884,U10817,2025-05-24,Chicago,IL,Electronics,Mechanical Keyboard,1,113.15,50,4,0,3,"Does the job, nothing special."
O101885,U12246,2025-05-24,Los Angeles,CA,Sports & Outdoors,Foam Roller,5,24.7,20,3,0,5,Excellent grip and cushioning.
O101886,U12233,2025-05-24,San Diego,CA,Home & Kitchen,Cast Iron Skillet,2,45.34,25,5,0,4,"Solid build, highly recommend."
O101887,U12246,2025-05-24,Denver,CO,Toys & Games,1000-piece Jigsaw Puzzle,1,21.59,15,2,0,5,Well made and educational.
O101888,U12018,2025-05-24,Houston,TX,Home & Kitchen,Weighted Blanket,1,82.7,10,2,0,5,Great quality for the price.
O101889,U10420,2025-05-24,San Antonio,TX,Apparel,Linen Summer Dress,4,74.06,10,5,0,3,Fine for the price.
O101890,U12776,2025-05-24,Detroit,MI,Beauty,Electric Toothbrush,1,68.97,0,3,0,4,Great results in two weeks.
O101891,U11609,2025-05-24,San Francisco,CA,Beauty,Beard Grooming Kit,1,36.84,10,3,0,4,"Gentle, effective and smells great."
O101892,U11613,2025-05-24,Chicago,IL,Apparel,Merino Wool Sweater,1,93.58,40,7,1,3,Fine for the price. Delivery was very slow. Sent it back for a refund.
O101893,U13466,2025-05-25,Jacksonville,FL,Electronics,Portable Power Bank 20k,1,37.28,50,4,1,4,Crisp picture and fast interface. Had to return it.
O101894,U10050,2025-05-25,Austin,TX,Toys & Games,Remote Control Car,2,59.44,0,4,0,4,My kids adore it.
O101895,U12467,2025-05-25,Los Angeles,CA,Apparel,Merino Wool Sweater,4,99.54,50,2,0,3,Looks good but wrinkles easily.
O101896,U10498,2025-05-25,Phoenix,AZ,Apparel,Slim Fit Chinos,5,60.97,0,5,0,4,"Comfortable and stylish, wearing it constantly."
O101897,U10331,2025-05-25,New York,NY,Beauty,Hydrating Face Mask Pack,1,16.76,0,2,0,4,"Perfect shade, long lasting. Arrived quickly."
O101898,U11851,2025-05-25,New York,NY,Toys & Games,Building Blocks 500pc,1,43.41,25,2,0,4,Engaging and sturdy. Delivered in two days.
O101899,U10504,2025-05-25,San Jose,CA,Apparel,Classic Denim Jacket,2,69.19,10,4,0,4,"Great quality, exactly as pictured."
O101900,U11862,2025-05-25,New York,NY,Apparel,Linen Summer Dress,1,72.03,15,5,0,4,"Great quality, exactly as pictured."
O101901,U11270,2025-05-25,New York,NY,Electronics,Portable Power Bank 20k,5,36.88,0,6,0,4,"Setup took two minutes, flawless since."
O101902,U11618,2025-05-25,Los Angeles,CA,Home & Kitchen,Air Fryer 5qt,1,95.48,0,3,0,5,Great quality for the price.
O101903,U12614,2025-05-25,Austin,TX,Sports & Outdoors,Cycling Helmet,4,61.4,0,4,0,4,Excellent grip and cushioning.
O101904,U10347,2025-05-25,Seattle,WA,Toys & Games,Building Blocks 500pc,1,39.6,10,2,0,3,Kids liked it for a week. Arrived quickly.
O101905,U13328,2025-05-25,San Diego,CA,Toys & Games,Building Blocks 500pc,3,37.99,0,5,0,4,Engaging and sturdy.
O101906,U12628,2025-05-25,Dallas,TX,Toys & Games,Remote Control Car,1,60.86,15,2,0,3,Kids liked it for a week.
O101907,U12641,2025-05-25,New York,NY,Sports & Outdoors,Foam Roller,2,26.03,10,4,0,5,Perfect for my home gym.
O101908,U12207,2025-05-25,New York,NY,Electronics,Action Camera Mini,1,203.14,15,3,0,4,Crisp picture and fast interface.
O101909,U12136,2025-05-25,New York,NY,Electronics,Smart Home Speaker,3,87.62,0,5,0,3,Good value but feels a little plasticky.
O101910,U13105,2025-05-25,San Diego,CA,Electronics,Mechanical Keyboard,2,105.67,0,3,0,5,"Setup took two minutes, flawless since."
O101911,U11403,2025-05-25,Los Angeles,CA,Home & Kitchen,Cold Brew Coffee Maker,1,35.29,0,3,0,4,Great quality for the price.
O101912,U12625,2025-05-26,Detroit,MI,Electronics,4K Streaming Stick,4,45.4,0,5,0,4,Excellent sound and battery lasts for days.
O101913,U10625,2025-05-26,Boston,MA,Home & Kitchen,Bamboo Cutting Board Set,1,27.62,40,2,1,5,"Sturdy, beautiful and works perfectly. Arrived quickly. Had to return it."
O101914,U10004,2025-05-26,Los Angeles,CA,Toys & Games,Remote Control Car,1,62.26,0,2,0,4,My kids adore it.
O101915,U10834,2025-05-26,Columbus,OH,Electronics,Wireless Earbuds Pro,1,130.92,40,3,0,4,"Fantastic value, works better than my old premium one."
O101916,U10807,2025-05-26,New York,NY,Toys & Games,Kids Art Easel,1,68.27,0,2,0,4,"Great quality pieces, easy instructions."
O101917,U13016,2025-05-26,Minneapolis,MN,Beauty,Vitamin C Serum,2,33.59,25,4,0,3,Pleasant but no dramatic results yet.
O101918,U10651,2025-05-26,Indianapolis,IN,Apparel,Linen Summer Dress,1,72.67,25,2,0,2,Fabric feels cheap and the color faded immediately. Delivered in two days.
O101919,U12655,2025-05-26,Phoenix,AZ,Home & Kitchen,Ceramic Dinnerware Set,2,91.59,20,5,0,3,Does what it says.
O101920,U10676,2025-05-26,Las Vegas,NV,Toys & Games,STEM Robotics Kit,4,85.17,0,5,0,4,Perfect birthday gift.
O101921,U13380,2025-05-26,New York,NY,Electronics,Action Camera Mini,2,189.74,0,3,1,5,Excellent sound and battery lasts for days. Had to return it.
O101922,U11838,2025-05-26,Philadelphia,PA,Toys & Games,Kids Art Easel,1,66.83,0,4,0,3,Fun but a few pieces are flimsy.
O101923,U12800,2025-05-26,San Diego,CA,Apparel,Waterproof Rain Shell,2,124.89,0,3,0,4,"Comfortable and stylish, wearing it constantly."
O101924,U10826,2025-05-26,Los Angeles,CA,Sports & Outdoors,Insulated Water Bottle 32oz,2,24.79,20,4,0,5,Excellent grip and cushioning.
O101925,U10570,2025-05-26,Columbus,OH,Home & Kitchen,Bamboo Cutting Board Set,1,32.25,50,2,0,4,"Sturdy, beautiful and works perfectly."
O101926,U13471,2025-05-26,San Antonio,TX,Sports & Outdoors,Camping Tent 2P,1,133.21,0,3,0,4,Lightweight and well made.
O101927,U12057,2025-05-26,Los Angeles,CA,Electronics,Noise-Cancelling Headphones,3,263.21,10,5,0,5,"Setup took two minutes, flawless since."
O101928,U13017,2025-05-26,Columbus,OH,Apparel,Slim Fit Chinos,1,55.94,30,2,0,3,"Fits okay after washing, average overall. Arrived quickly."
O101929,U11212,2025-05-26,San Antonio,TX,Beauty,Electric Toothbrush,1,69.07,0,4,0,4,Skin feels noticeably smoother.
O101930,U12223,2025-05-27,Phoenix,AZ,Toys & Games,STEM Robotics Kit,1,86.66,0,4,0,5,My kids adore it.
O101931,U11111,2025-05-27,San Antonio,TX,Electronics,4K Streaming Stick,1,51.73,15,2,0,4,Exceeded expectations.
O101932,U10637,2025-05-27,San Antonio,TX,Home & Kitchen,Cold Brew Coffee Maker,2,35.58,40,3,1,4,Exactly what our kitchen needed. Sent it back for a refund.
O101933,U10572,2025-05-27,Dallas,TX,Beauty,Electric Toothbrush,2,69.7,0,3,0,5,Skin feels noticeably smoother.
O101934,U12019,2025-05-27,Houston,TX,Sports & Outdoors,Camping Tent 2P,2,137.97,10,5,0,3,"Comfortable enough, grip could be better."
O101935,U10231,2025-05-27,New York,NY,Home & Kitchen,Ceramic Dinnerware Set,1,91.17,0,3,0,4,Use it every single day.
O101936,U10849,2025-05-27,San Francisco,CA,Toys & Games,Building Blocks 500pc,2,40.73,10,4,0,5,Perfect birthday gift.
O101937,U12323,2025-05-27,Los Angeles,CA,Apparel,Graphic Cotton Tee,4,23.13,30,6,1,3,"Fits okay after washing, average overall."
O101938,U10723,2025-05-27,Atlanta,GA,Home & Kitchen,Air Fryer 5qt,1,93.56,15,6,0,4,Exactly what our kitchen needed.
O101939,U11508,2025-05-27,Chicago,IL,Toys & Games,Kids Art Easel,3,69.28,0,3,1,4,Perfect birthday gift. Sent it back for a refund.
O101940,U12562,2025-05-27,Chicago,IL,Sports & Outdoors,Yoga Mat Premium,1,38.76,40,3,1,3,"Works fine, straps are short. Had to return it."
O101941,U12678,2025-05-27,New York,NY,Electronics,4K Streaming Stick,2,49.2,10,3,0,3,"Okay, app could be better."
O101942,U13407,2025-05-27,Seattle,WA,Sports & Outdoors,Camping Tent 2P,3,144.98,0,4,0,5,Perfect for my home gym.
O101943,U13247,2025-05-28,Chicago,IL,Apparel,Leather Ankle Boots,1,146.12,30,4,1,4,Fits perfectly and the fabric is lovely.
O101944,U11315,2025-05-28,New York,NY,Sports & Outdoors,Yoga Mat Premium,1,42.85,0,2,0,5,Kept me dry through a storm. Delivered in two days.
O101945,U12188,2025-05-28,New York,NY,Apparel,Linen Summer Dress,1,69.17,30,3,0,3,"Decent quality, a bit tight around the waist."
O101946,U12531,2025-05-28,Austin,TX,Home & Kitchen,Air Fryer 5qt,1,107.73,0,4,0,3,Does what it says.
O101947,U11707,2025-05-28,Las Vegas,NV,Toys & Games,Kids Art Easel,1,69.01,30,6,0,3,Kids liked it for a week.
O101948,U12692,2025-05-28,Omaha,NE,Apparel,Graphic Cotton Tee,1,25.9,30,8,0,3,"Decent quality, a bit tight around the waist. Shipping took forever."
O101949,U11372,2025-05-28,Columbus,OH,Home & Kitchen,Air Fryer 5qt,1,100.49,10,7,0,4,"Sturdy, beautiful and works perfectly. Took over a week to arrive."
O101950,U11544,2025-05-28,San Jose,CA,Beauty,Mineral Sunscreen SPF50,1,22.72,10,2,0,4,My new daily essential. Arrived quickly.
O101951,U11557,2025-05-28,San Francisco,CA,Beauty,Beard Grooming Kit,5,34.53,10,2,0,5,Great results in two weeks.
O101952,U10665,2025-05-28,Phoenix,AZ,Beauty,Electric Toothbrush,1,75.46,0,4,0,4,My new daily essential.
O101953,U12664,2025-05-28,San Francisco,CA,Apparel,Slim Fit Chinos,1,62.55,25,1,1,2,Fit was completely off; sent it back. Fast shipping.
O101954,U11677,2025-05-28,Chicago,IL,Beauty,Electric Toothbrush,1,65.7,25,1,0,4,Great results in two weeks.
